user_id,product_id,action,timestamp,category
11,36,remove_from_cart,2026-04-21 21:39:01.296377,Laptop
11,57,purchase,2026-04-21 21:39:01.296382,Audio
11,84,add_to_cart,2026-04-21 21:39:01.296388,Laptop
11,97,add_to_cart,2026-04-21 21:39:01.296404,Audio
11,63,remove_from_cart,2026-04-21 21:39:01.296410,Monitor
11,8,purchase,2026-04-21 21:39:01.296415,Monitor
11,50,remove_from_cart,2026-04-21 21:39:01.296421,Audio
12,37,view,2026-04-21 21:38:59.296429,Storage
12,72,view,2026-04-21 21:38:59.296437,Storage
12,20,view,2026-04-21 21:38:59.296443,Audio
12,8,view,2026-04-21 21:38:59.296448,Monitor
12,8,view,2026-04-21 21:38:59.296453,Monitor
12,7,view,2026-04-21 21:38:59.296458,Audio
12,21,view,2026-04-21 21:38:59.296467,Audio
12,55,wishlist,2026-04-21 21:39:00.296429,Monitor
12,85,purchase,2026-04-21 21:39:00.296437,Audio
12,25,wishlist,2026-04-21 21:39:00.296443,Accessories
12,75,click,2026-04-21 21:39:00.296448,Storage
12,96,click,2026-04-21 21:39:00.296453,Monitor
12,75,click,2026-04-21 21:39:00.296458,Storage
12,8,click,2026-04-21 21:39:00.296467,Monitor
12,90,purchase,2026-04-21 21:39:01.296429,Accessories
12,92,review,2026-04-21 21:39:01.296437,Monitor
12,38,purchase,2026-04-21 21:39:01.296443,Audio
12,95,remove_from_cart,2026-04-21 21:39:01.296448,Audio
12,41,add_to_cart,2026-04-21 21:39:01.296453,Storage
12,62,add_to_cart,2026-04-21 21:39:01.296458,Accessories
12,66,add_to_cart,2026-04-21 21:39:01.296467,Audio
12,65,purchase,2026-04-21 21:39:02.296458,Laptop
13,9,view,2026-04-21 21:38:59.296474,Monitor
13,31,view,2026-04-21 21:38:59.296479,Accessories
13,32,view,2026-04-21 21:38:59.296485,Audio
13,80,view,2026-04-21 21:38:59.296490,Accessories
13,77,click,2026-04-21 21:39:00.296474,Monitor
13,52,purchase,2026-04-21 21:39:00.296479,Accessories
13,75,click,2026-04-21 21:39:00.296485,Storage
13,11,click,2026-04-21 21:39:00.296490,Audio
13,9,remove_from_cart,2026-04-21 21:39:01.296474,Monitor
13,16,review,2026-04-21 21:39:01.296479,Audio
13,77,add_to_cart,2026-04-21 21:39:01.296485,Monitor
13,54,add_to_cart,2026-04-21 21:39:01.296490,Audio
13,85,purchase,2026-04-21 21:39:02.296490,Audio
14,27,search,2026-04-21 21:38:59.296498,Accessories
14,31,search,2026-04-21 21:38:59.296504,Accessories
14,86,view,2026-04-21 21:38:59.296509,Accessories
14,41,view,2026-04-21 21:38:59.296515,Storage
14,59,view,2026-04-21 21:38:59.296520,Accessories
14,69,view,2026-04-21 21:38:59.296529,Accessories
14,45,view,2026-04-21 21:38:59.296536,Audio
14,37,search,2026-04-21 21:38:59.296542,Storage
14,86,view,2026-04-21 21:39:00.296498,Accessories
14,34,view,2026-04-21 21:39:00.296504,Audio
14,83,click,2026-04-21 21:39:00.296509,Storage
14,97,wishlist,2026-04-21 21:39:00.296515,Audio
14,80,click,2026-04-21 21:39:00.296520,Accessories
14,28,click,2026-04-21 21:39:00.296529,Audio
14,9,click,2026-04-21 21:39:00.296536,Monitor
14,21,view,2026-04-21 21:39:00.296542,Audio
14,92,click,2026-04-21 21:39:01.296498,Monitor
14,51,click,2026-04-21 21:39:01.296504,Monitor
14,39,remove_from_cart,2026-04-21 21:39:01.296509,Storage
14,10,purchase,2026-04-21 21:39:01.296515,Laptop
14,73,add_to_cart,2026-04-21 21:39:01.296520,Storage
14,65,add_to_cart,2026-04-21 21:39:01.296529,Laptop
14,32,remove_from_cart,2026-04-21 21:39:01.296536,Audio
14,57,click,2026-04-21 21:39:01.296542,Audio
14,13,purchase,2026-04-21 21:39:02.296520,Laptop
14,34,purchase,2026-04-21 21:39:02.296529,Audio
15,84,view,2026-04-21 21:38:59.296548,Laptop
15,71,view,2026-04-21 21:38:59.296556,Monitor
15,18,view,2026-04-21 21:38:59.296563,Audio
15,71,view,2026-04-21 21:38:59.296571,Monitor
15,78,search,2026-04-21 21:38:59.296576,Laptop
15,27,search,2026-04-21 21:38:59.296582,Accessories
15,65,search,2026-04-21 21:38:59.296588,Laptop
15,68,click,2026-04-21 21:39:00.296548,Audio
15,39,purchase,2026-04-21 21:39:00.296556,Storage
15,34,click,2026-04-21 21:39:00.296563,Audio
15,20,purchase,2026-04-21 21:39:00.296571,Audio
15,27,view,2026-04-21 21:39:00.296576,Accessories
15,88,view,2026-04-21 21:39:00.296582,Storage
15,63,view,2026-04-21 21:39:00.296588,Monitor
15,2,add_to_cart,2026-04-21 21:39:01.296548,Monitor
15,85,review,2026-04-21 21:39:01.296556,Audio
15,15,add_to_cart,2026-04-21 21:39:01.296563,Laptop
15,35,review,2026-04-21 21:39:01.296571,Accessories
15,92,click,2026-04-21 21:39:01.296576,Monitor
15,82,click,2026-04-21 21:39:01.296582,Monitor
15,33,click,2026-04-21 21:39:01.296588,Storage
15,14,purchase,2026-04-21 21:39:02.296563,Laptop
16,82,view,2026-04-21 21:38:59.296598,Monitor
16,43,view,2026-04-21 21:38:59.296607,Accessories
16,21,search,2026-04-21 21:38:59.296615,Audio
16,55,click,2026-04-21 21:39:00.296598,Monitor
16,99,click,2026-04-21 21:39:00.296607,Monitor
16,95,view,2026-04-21 21:39:00.296615,Audio
16,36,add_to_cart,2026-04-21 21:39:01.296598,Laptop
16,17,add_to_cart,2026-04-21 21:39:01.296607,Accessories
16,57,click,2026-04-21 21:39:01.296615,Audio
16,6,purchase,2026-04-21 21:39:02.296598,Storage
16,82,purchase,2026-04-21 21:39:02.296607,Monitor
17,2,view,2026-04-21 21:38:59.296624,Monitor
17,20,view,2026-04-21 21:38:59.296630,Audio
17,75,search,2026-04-21 21:38:59.296759,Storage
17,17,view,2026-04-21 21:38:59.296767,Accessories
17,6,search,2026-04-21 21:38:59.296774,Storage
17,32,view,2026-04-21 21:38:59.296781,Audio
17,100,search,2026-04-21 21:38:59.296789,Storage
17,96,view,2026-04-21 21:38:59.296801,Monitor
17,23,view,2026-04-21 21:38:59.296808,Storage
17,15,click,2026-04-21 21:39:00.296624,Laptop
17,70,purchase,2026-04-21 21:39:00.296630,Monitor
17,71,view,2026-04-21 21:39:00.296759,Monitor
17,6,wishlist,2026-04-21 21:39:00.296767,Storage
17,46,view,2026-04-21 21:39:00.296774,Monitor
17,86,purchase,2026-04-21 21:39:00.296781,Accessories
17,72,view,2026-04-21 21:39:00.296789,Storage
17,20,click,2026-04-21 21:39:00.296801,Audio
17,53,click,2026-04-21 21:39:00.296808,Storage
17,10,add_to_cart,2026-04-21 21:39:01.296624,Laptop
17,5,review,2026-04-21 21:39:01.296630,Monitor
17,19,click,2026-04-21 21:39:01.296759,Monitor
17,40,purchase,2026-04-21 21:39:01.296767,Audio
17,27,click,2026-04-21 21:39:01.296774,Accessories
17,14,review,2026-04-21 21:39:01.296781,Laptop
17,53,click,2026-04-21 21:39:01.296789,Storage
17,31,add_to_cart,2026-04-21 21:39:01.296801,Accessories
17,4,remove_from_cart,2026-04-21 21:39:01.296808,Accessories
18,43,view,2026-04-21 21:38:59.296817,Accessories
18,32,view,2026-04-21 21:38:59.296824,Audio
18,14,view,2026-04-21 21:38:59.296832,Laptop
18,29,view,2026-04-21 21:38:59.296847,Laptop
18,40,search,2026-04-21 21:38:59.296855,Audio
18,53,purchase,2026-04-21 21:39:00.296817,Storage
18,35,purchase,2026-04-21 21:39:00.296824,Accessories
18,49,purchase,2026-04-21 21:39:00.296832,Laptop
18,26,wishlist,2026-04-21 21:39:00.296847,Laptop
18,30,view,2026-04-21 21:39:00.296855,Monitor
18,86,review,2026-04-21 21:39:01.296817,Accessories
18,21,review,2026-04-21 21:39:01.296824,Audio
18,5,review,2026-04-21 21:39:01.296832,Monitor
18,59,purchase,2026-04-21 21:39:01.296847,Accessories
18,29,click,2026-04-21 21:39:01.296855,Laptop
19,25,view,2026-04-21 21:38:59.296863,Accessories
19,9,search,2026-04-21 21:38:59.296870,Monitor
19,83,search,2026-04-21 21:38:59.296877,Storage
19,52,purchase,2026-04-21 21:39:00.296863,Accessories
19,99,view,2026-04-21 21:39:00.296870,Monitor
19,66,view,2026-04-21 21:39:00.296877,Audio
19,43,review,2026-04-21 21:39:01.296863,Accessories
19,36,click,2026-04-21 21:39:01.296870,Laptop
19,52,click,2026-04-21 21:39:01.296877,Accessories
20,15,view,2026-04-21 21:38:59.296885,Laptop
20,5,search,2026-04-21 21:38:59.296898,Monitor
20,45,view,2026-04-21 21:38:59.296905,Audio
20,78,view,2026-04-21 21:38:59.296911,Laptop
20,74,view,2026-04-21 21:38:59.296920,Monitor
20,91,view,2026-04-21 21:38:59.296927,Laptop
20,88,view,2026-04-21 21:38:59.296936,Storage
20,86,view,2026-04-21 21:38:59.296944,Accessories
20,34,click,2026-04-21 21:39:00.296885,Audio
20,14,view,2026-04-21 21:39:00.296898,Laptop
20,94,wishlist,2026-04-21 21:39:00.296905,Laptop
20,66,wishlist,2026-04-21 21:39:00.296911,Audio
20,25,wishlist,2026-04-21 21:39:00.296920,Accessories
20,56,click,2026-04-21 21:39:00.296927,Storage
20,93,click,2026-04-21 21:39:00.296936,Storage
20,26,purchase,2026-04-21 21:39:00.296944,Laptop
20,23,add_to_cart,2026-04-21 21:39:01.296885,Storage
20,77,click,2026-04-21 21:39:01.296898,Monitor
20,41,purchase,2026-04-21 21:39:01.296905,Storage
20,15,purchase,2026-04-21 21:39:01.296911,Laptop
20,33,purchase,2026-04-21 21:39:01.296920,Storage
20,1,add_to_cart,2026-04-21 21:39:01.296927,Storage
20,95,add_to_cart,2026-04-21 21:39:01.296936,Audio
20,47,review,2026-04-21 21:39:01.296944,Storage
20,75,purchase,2026-04-21 21:39:02.296885,Storage
20,67,purchase,2026-04-21 21:39:02.296927,Monitor
21,86,view,2026-04-21 21:38:59.296952,Accessories
21,16,view,2026-04-21 21:38:59.296961,Audio
21,40,view,2026-04-21 21:38:59.296971,Audio
21,52,search,2026-04-21 21:38:59.296978,Accessories
21,17,view,2026-04-21 21:38:59.296987,Accessories
21,49,view,2026-04-21 21:38:59.296994,Laptop
21,79,view,2026-04-21 21:38:59.297001,Laptop
21,71,view,2026-04-21 21:38:59.297009,Monitor
21,27,search,2026-04-21 21:38:59.297016,Accessories
21,43,click,2026-04-21 21:39:00.296952,Accessories
21,93,purchase,2026-04-21 21:39:00.296961,Storage
21,86,click,2026-04-21 21:39:00.296971,Accessories
21,90,view,2026-04-21 21:39:00.296978,Accessories
21,25,click,2026-04-21 21:39:00.296987,Accessories
21,87,purchase,2026-04-21 21:39:00.296994,Accessories
21,73,click,2026-04-21 21:39:00.297001,Storage
21,1,wishlist,2026-04-21 21:39:00.297009,Storage
21,56,view,2026-04-21 21:39:00.297016,Storage
21,80,add_to_cart,2026-04-21 21:39:01.296952,Accessories
21,39,review,2026-04-21 21:39:01.296961,Storage
21,53,add_to_cart,2026-04-21 21:39:01.296971,Storage
21,38,click,2026-04-21 21:39:01.296978,Audio
21,54,add_to_cart,2026-04-21 21:39:01.296987,Audio
21,96,review,2026-04-21 21:39:01.296994,Monitor
21,39,remove_from_cart,2026-04-21 21:39:01.297001,Storage
21,39,purchase,2026-04-21 21:39:01.297009,Storage
21,75,click,2026-04-21 21:39:01.297016,Storage
21,41,purchase,2026-04-21 21:39:02.296952,Storage
22,57,view,2026-04-21 21:38:59.297024,Audio
22,66,view,2026-04-21 21:38:59.297031,Audio
22,85,view,2026-04-21 21:38:59.297038,Audio
22,85,view,2026-04-21 21:38:59.297044,Audio
22,12,search,2026-04-21 21:38:59.297053,Storage
22,40,view,2026-04-21 21:38:59.297060,Audio
22,4,view,2026-04-21 21:38:59.297066,Accessories
22,79,view,2026-04-21 21:38:59.297073,Laptop
22,57,wishlist,2026-04-21 21:39:00.297024,Audio
22,61,click,2026-04-21 21:39:00.297031,Monitor
22,11,click,2026-04-21 21:39:00.297038,Audio
22,82,click,2026-04-21 21:39:00.297044,Monitor
22,97,view,2026-04-21 21:39:00.297053,Audio
22,29,purchase,2026-04-21 21:39:00.297060,Laptop
22,6,click,2026-04-21 21:39:00.297066,Storage
22,99,wishlist,2026-04-21 21:39:00.297073,Monitor
22,87,purchase,2026-04-21 21:39:01.297024,Accessories
22,95,remove_from_cart,2026-04-21 21:39:01.297031,Audio
22,37,remove_from_cart,2026-04-21 21:39:01.297038,Storage
22,80,add_to_cart,2026-04-21 21:39:01.297044,Accessories
22,31,click,2026-04-21 21:39:01.297053,Accessories
22,26,review,2026-04-21 21:39:01.297060,Laptop
22,32,remove_from_cart,2026-04-21 21:39:01.297066,Audio
22,10,purchase,2026-04-21 21:39:01.297073,Laptop
23,81,view,2026-04-21 21:38:59.297080,Accessories
23,90,view,2026-04-21 21:38:59.297087,Accessories
23,32,view,2026-04-21 21:38:59.297094,Audio
23,1,view,2026-04-21 21:38:59.297100,Storage
23,100,view,2026-04-21 21:38:59.297110,Storage
23,67,view,2026-04-21 21:38:59.297119,Monitor
23,32,view,2026-04-21 21:38:59.297127,Audio
23,60,view,2026-04-21 21:38:59.297134,Audio
23,77,view,2026-04-21 21:38:59.297141,Monitor
23,79,view,2026-04-21 21:38:59.297149,Laptop
23,74,wishlist,2026-04-21 21:39:00.297080,Monitor
23,50,purchase,2026-04-21 21:39:00.297087,Audio
23,19,wishlist,2026-04-21 21:39:00.297094,Monitor
23,97,purchase,2026-04-21 21:39:00.297100,Audio
23,55,click,2026-04-21 21:39:00.297110,Monitor
23,60,purchase,2026-04-21 21:39:00.297119,Audio
23,16,click,2026-04-21 21:39:00.297127,Audio
23,86,click,2026-04-21 21:39:00.297134,Accessories
23,41,click,2026-04-21 21:39:00.297141,Storage
23,93,wishlist,2026-04-21 21:39:00.297149,Storage
23,25,purchase,2026-04-21 21:39:01.297080,Accessories
23,64,review,2026-04-21 21:39:01.297087,Audio
23,84,purchase,2026-04-21 21:39:01.297094,Laptop
23,99,review,2026-04-21 21:39:01.297100,Monitor
23,29,add_to_cart,2026-04-21 21:39:01.297110,Laptop
23,7,review,2026-04-21 21:39:01.297119,Audio
23,59,add_to_cart,2026-04-21 21:39:01.297127,Accessories
23,68,remove_from_cart,2026-04-21 21:39:01.297134,Audio
23,97,add_to_cart,2026-04-21 21:39:01.297141,Audio
23,65,purchase,2026-04-21 21:39:01.297149,Laptop
23,23,purchase,2026-04-21 21:39:02.297110,Storage
24,58,view,2026-04-21 21:38:59.297157,Audio
24,58,view,2026-04-21 21:38:59.297165,Audio
24,82,view,2026-04-21 21:38:59.297171,Monitor
24,63,view,2026-04-21 21:38:59.297176,Monitor
24,57,search,2026-04-21 21:38:59.297181,Audio
24,31,search,2026-04-21 21:38:59.297186,Accessories
24,70,search,2026-04-21 21:38:59.297191,Monitor
24,30,view,2026-04-21 21:38:59.297197,Monitor
24,91,view,2026-04-21 21:38:59.297202,Laptop
